UPC	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
843304018995	BOUCHARD CHRDNY 2015	BOUCHARD CHRDNY 2015	HENRIOT INC.	750 ML	18.75	112540	PINNACLE IMPORTS	CS	12	
843304019411	BOUCHARD PN NOIR 2015	BOUCHARD PINOT NOIR 2015	HENRIOT INC.	750 ML	18.75	112550	PINNACLE IMPORTS	CS	12	
843304023920	WILLM FEVRE CHABLIS DOMAINE 16	WILLIAM FEVRE CHABLIS DOMAINE 2016	HENRIOT INC.	750 ML	24.75	122140	PINNACLE IMPORTS	CS	12	
843304039006	VILLA PONCIAGO FLEURIE 2011	VILLA PONCIAGO FLEURIE 2011	HENRIOT INC.	750 ML	18	11256011	PINNACLE IMPORTS	CS	12	
843304039501	RESERVE DS BRTRNDS ELEGANCE ROSE	RESERVE DES BERTRANDS ELEGANCE ROSE	HENRIOT INC.	750 ML	13	1388	PINNACLE IMPORTS	CS	6	
843304039549	CH BERTRANDS ESTATE ROSE 2016	CH. BERTRANDS ESTATE ROSE 2016	HENRIOT INC.	750 ML	16.92	1389	PINNACLE IMPORTS	CS	6	
843304040248	CH LCSTE LA GRNDE PECE RSE 12	CH. LACOSTE LA GRANDE PIECE ROSE 2012	WEYGANDT-METZLER IMPORTING	750 ML	12.75	119220	PINNACLE IMPORTS	CS	12	
843700674405	XILOCA GARNACHA 2014	XILOCA GARNACHA 2014	CLASSICAL WINES	750 ML	11.25	110940	PINNACLE IMPORTS	CS	12	
850001000024	RAPTOR RIDGE PINOT GRIS 2015	RAPTOR RIDGE PINOT GRIS 2015	RAPTOR RIDGE	750 ML	15	10497013	PINNACLE IMPORTS	CS	12	
850001000055	RAPTOR RIDGE SHEA PN NOIR 2013	RAPTOR RIDGE SHEA PINOT NOIR 2013	RAPTOR RIDGE	750 ML	43.5	116460	PINNACLE IMPORTS	CS	12	
850001000086	RPTR RDGE BRRL SELCT PN NOR 14	RAPTOR RIDGE BARREL SELECT PINOT NOIR 2014	RAPTOR RIDGE	750 ML	21.75	10498013	PINNACLE IMPORTS	CS	12	
850254003056	PELAQUIE ROUGE LAUDIN 2011	DOM PELAQUIE ROUGE LAUDIN 2011	PRISM	750 ML	12	120971	PINNACLE IMPORTS	CS	12	
850254003070	MILE POST PN NOIR 2015	MILE POST PINOT NOIR 2015	R STUART & CO	750 ML	15	104880	PINNACLE IMPORTS	CS	12	
850254003087	MILE POST PINOT GRIS 2014	MILE POST PINOT GRIS 2014	R STUART & CO	750 ML	12.75	104860	PINNACLE IMPORTS	CS	12	
850254003100	MILE MARKER RIESLING 2011	MILE MARKER RIESLING 2011	R STUART & CO	750 ML	12.75	116430	PINNACLE IMPORTS	CS	12	
850294000015	R STUART BIG FIRE PN NOIR 2015	R. STUART BIG FIRE PINOT NOIR 2015	R STUART & CO	750 ML	15.75	104340	PINNACLE IMPORTS	CS	12	
850294000015	BRAMARE MALBEC VALLE DE UCO 2013	BRAMARE MALBEC VALLE DE UCO 2013	PAUL HOBBS IMPORTS	750 ML	33.75	11545012	PINNACLE IMPORTS	CS	12	
850294000022	R STRT BIG FIRE PINOT GRIS 15	R. STUART BIG FIRE PINOT GRIS 2015	R STUART & CO	750 ML	15.75	121870	PINNACLE IMPORTS	CS	12	
850294000039	R STUART AUTOGRAPH PN NOIR 2013	R. STUART AUTOGRAPH PINOT NOIR 2013	R STUART & CO	750 ML	40.5	10437112	PINNACLE IMPORTS	CS	12	
850294000046	R STUART BIG FIRE ROSE 2014	R. STUART BIG FIRE ROSE 2014	R STUART & CO	750 ML	13.75	10436013	PINNACLE IMPORTS	CS	12	
850294000060	R STUART LOVE PN NOIR 2014	R. STUART LOVE PINOT NOIR 2014	R STUART & CO	750 ML	22.5	104376	PINNACLE IMPORTS	CS	12	
850294000091	R STUART LOVE WHT SKY 2014	R. STUART LOVE WHITE SKY 2014	R STUART & CO	750 ML	15.75	119452	PINNACLE IMPORTS	CS	12	
851121006002	BRNT CTY BLLON BY FRMHSE WHT CNS	BURNT CITY BALLOON BOY FARMHOUSE WHEAT CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126840	PINNACLE IMPORTS	CS	24	
851121006019	BRNT CTY FCEMELTR HIBSCS IPA CNS	BURNT CITY FACEMELTER HIBISCUS IPA CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126850	PINNACLE IMPORTS	CS	24	
851121006026	BRNT DCK THE BTCHR PLE ALE CNS	BURNT CITY DICK THE BUTCHER PALE ALE CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126860	PINNACLE IMPORTS	CS	24	
851121006033	BRNT CTY RTROFT LIME RADLER CANS	BURNT CITY RETROFIT LIME RADLER CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126861	PINNACLE IMPORTS	CS	24	
851278005002	SONMA THE HTCHT APPLE CDR 6412Z	SONOMA CIDER THE HATCHET APPLE CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124850	PINNACLE IMPORTS	CS	24	
851278005057	SONMA THE ANVL BORBN CDR 6412Z	SONOMA CIDER THE ANVIL BOURBON CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124852	PINNACLE IMPORTS	CS	24	
851278005101	SONMA CDR THE PTCHFRK CDR 6412Z	SONOMA CIDER THE PITCHFORK PEAR CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124851	PINNACLE IMPORTS	CS	24	
851278005286	SONMA THE PLLY ABSNTHE CDR 6412Z	SONOMA CIDER THE PULLEY ABSINTHE CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	2.58	124856	PINNACLE IMPORTS	CS	24	
851278005286	SONMA THE WMBLE RHBRB GSE CNS	SONOMA CIDER THE WIMBLE RHUBARB GOSE 4PK CANS	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	126970	PINNACLE IMPORTS	CS	24	
851278005408	WASHBRD 6412Z 2412Z (124858)	SONOMA CIDER THE WASHBOARD 6/4/12OZ / 24/12OZ (124858)	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124858	PINNACLE IMPORTS	CS	24	
851278005569	SONOMA CIDER HATCHET CANS	SONOMA CIDER HATCHET CANS	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	1728	PINNACLE IMPORTS	CS	24	
851278005583	SONOMA CIDER PITCHFORK CANS	SONOMA CIDER PITCHFORK CANS	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	1729	PINNACLE IMPORTS	CS	24	
851514002567	CASCADE BREWING SANG ROYAL SOUR	CASCADE BREWING SANG ROYAL SOUR	CASCADE BREWING	24.5 OZ		126770	PINNACLE IMPORTS	CS	12	
851514002598	CASCADE BREWING NOYAUX SOUR	CASCADE BREWING NOYAUX SOUR	CASCADE BREWING	24.5 OZ		126541	PINNACLE IMPORTS	CS	12	
851514002604	CASCADE BREWING FIGARO SOUR	CASCADE BREWING FIGARO SOUR	CASCADE BREWING	24.5 OZ		126540	PINNACLE IMPORTS	CS	12	
851514002635	CASCADE BREWING CRANBERRY SOUR	CASCADE BREWING CRANBERRY SOUR	CASCADE BREWING	24.5 OZ		126531	PINNACLE IMPORTS	CS	12	
851514002642	CASCADE BREWING BLBERRY SOUR	CASCADE BREWING BLBERRY SOUR	CASCADE BREWING	24.5 OZ		126530	PINNACLE IMPORTS	CS	12	
851514002659	CASCADE BREWING APRICOT SOUR	CASCADE BREWING APRICOT SOUR	CASCADE BREWING	24.5 OZ		126750	PINNACLE IMPORTS	CS	12	
851514002666	CASCADE BREWING KRIEK	CASCADE BREWING KRIEK	CASCADE BREWING	24.5 OZ		126740	PINNACLE IMPORTS	CS	12	
851514002697	CASCADE BREWING STRAWBERRY	CASCADE BREWING STRAWBERRY	CASCADE BREWING	24.5 OZ		126771	PINNACLE IMPORTS	CS	12	
851514002703	CASCDE BREWING MANHATTAN NW SOUR	CASCADE BREWING MANHATTAN NW SOUR	CASCADE BREWING	24.5 OZ		126760	PINNACLE IMPORTS	CS	12	
851573001013	HPPR RYE PLE ALE BRRL 5.2 GLLNS	FRENCH BROAD RYE HOPPER RYE PALE ALE 1/6 BARREL 5.2 GALLONS	FRENCH BROAD BREWERY	5.16667GA L		303810	PINNACLE IMPORTS	EA	1	
851573001013	CRSTM SMMRS RESERVE PN NOIR 12	CRISTOM SOMMERS RESERVE PINOT NOIR 2012	CRISTOM	750 ML	38	11638012	PINNACLE IMPORTS	CS	12	
851573001037	CRSTM MRJRE VINEYRD PN NOIR 12	CRISTOM MARJORIE VINEYARD PINOT NOIR 2012	CRISTOM	750 ML	51.75	11525012	PINNACLE IMPORTS	CS	12	
851573001099	CRSTM ELEN VINEYARD PN NOIR 13	CRISTOM EILEEN VINEYARD PINOT NOIR 2013	CRISTOM	750 ML	52.5	11522013	PINNACLE IMPORTS	CS	12	
851573001112	CRSTM MT JEFFERSON PN NOIR 15	CRISTOM MT. JEFFERSON PINOT NOIR 2015	CRISTOM	750 ML	24.75	11637012	PINNACLE IMPORTS	CS	12	
852282002001	CLOS ERASMUS LAUREL 2015 DI	CLOS ERASMUS LAUREL 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	40	12089005	PINNACLE IMPORTS	CS	6	
852282002070	LAMADRID CAB SAUV RESERVE 2013	LAMADRID CABERNET SAUVIGNON RESERVE 2013	VINO DEL SOL	750 ML	16.5	10913012	PINNACLE IMPORTS	CS	12	
852282002148	ZOLO CAB 2015	ZOLO CAB 2015	VINO DEL SOL	750 ML	12	109700	PINNACLE IMPORTS	CS	12	
852282002155	ZOLO CHARD 2015	ZOLO CHARD 2015	VINO DEL SOL	750 ML	12	109741	PINNACLE IMPORTS	CS	12	
852282002155	COS CERASUOLO DI VITTORIA 2014	COS CERASUOLO DI VITTORIA 2014	DOMAINE SELECT WINE ESTATE	750 ML	30.25	120080	PINNACLE IMPORTS	CS	12	
852282002162	CS CRSUOLO DI VITTORIA 12 15L	COS CERASUOLO DI VITTORIA 2012 1.5L	DOMAINE SELECT WINE ESTATE	1.5 L	60.5	120083	PINNACLE IMPORTS	CS	4	
852282002162	ZOLO MALBEC 2017	ZOLO MALBEC 2017	VINO DEL SOL	750 ML	12	109760	PINNACLE IMPORTS	CS	12	
852282002209	ZOLO CAB RESERVE 2013	ZOLO CAB RESERVE 2013	VINO DEL SOL	750 ML	18	10972011	PINNACLE IMPORTS	CS	6	
852282002209	ZOLO MALBEC RESERVE 2013	ZOLO MALBEC RESERVE 2013	VINO DEL SOL	750 ML	18	109721	PINNACLE IMPORTS	CS	6	
852282002285	LAMADRID CAB SAUV 2013	LAMADRID CABERNET SAUVIGNON 2013	VINO DEL SOL	750 ML	14.25	10912013	PINNACLE IMPORTS	CS	12	
852282002315	LAMADRID TORRONTES 2011 12750	LAMADRID TORRONTES 2011 12/750	VINO DEL SOL	750 ML	12.75	109180	PINNACLE IMPORTS	CS	12	
852282002322	TPZ SELCCN BARRICAS BLEND 12	TAPIZ SELECCION DE BARRICAS BLEND 2012	VINO DEL SOL	750 ML	25.5	109421	PINNACLE IMPORTS	CS	6	
852282002322	CONTRNO GINSTRNO LNGHE NBBOLO	CONTERNO FANTINO GINESTRINO LANGHE NEBBIOLO 2014	EMPSON USA INC	750 ML	29.25	119130	PINNACLE IMPORTS	CS	12	
852282002384	CLOS ERASMUS 2013 MAG DI	CLOS ERASMUS 2013 MAG DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	1.5 L	325	120890	PINNACLE IMPORTS	EA	1	
852282002384	CLOS ERASMUS 2014	CLOS ERASMUS 2014	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	139	12089006	PINNACLE IMPORTS	CS	3	
852282002384	ALTOCEDRO CAB 2013	ALTOCEDRO CAB 2013	VINO DEL SOL	750 ML	15.75	108801	PINNACLE IMPORTS	CS	12	
852282002384	ALTOCEDRO MALBEC 2013	ALTOCEDRO MALBEC 2013	VINO DEL SOL	750 ML	15.75	108800	PINNACLE IMPORTS	CS	12	
852282002407	CLOS ERASMUS LAUREL 2013 MAG DI	CLOS ERASMUS LAUREL 2013 MAG DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	1.5 L	87	120891	PINNACLE IMPORTS	CS	2	
852282002438	TAPIZ BLK TEARS MALBEC 2012	TAPIZ BLK TEARS MALBEC 2012	VINO DEL SOL	750 ML	44.25	10942009	PINNACLE IMPORTS	CS	6	
852282002513	TAPIZ ALTA CHRDNY 2013	TAPIZ ALTA CHRDNY 2013	VINO DEL SOL	750 ML	15.75	10940013	PINNACLE IMPORTS	CS	12	
852282002544	MNTSURU BLZI GINJO SAKE 12300 ML	MANOTSURU BULZAI GINJO SAKE 12/300 ML	VINO DEL SOL	300 ML	12	107590	PINNACLE IMPORTS	CS	12	
852282002544	CH PLINCE POMEROL 2012	CH. PLINCE POMEROL 2012	DREYFUS - ASHBY	750 ML	49	11391012	PINNACLE IMPORTS	CS	12	
852282002674	LAGAR AMALGAMA RD BLEND 2013	LAGAR AMALGAMA RD BLEND 2013	VINO DEL SOL	750 ML	10.5	124280	PINNACLE IMPORTS	CS	12	
852282002704	ZOLO TORRONTES 2013	ZOLO TORRONTES 2013	VINO DEL SOL	750 ML	12	109791	PINNACLE IMPORTS	CS	12	
852282002728	CONTRNO FNTNO MNPRA 12 PRESELL	CONTERNO FANTINO MONPRA 2012 6PK PRESELL	EMPSON USA INC	750 ML		10670012	PINNACLE IMPORTS	CS	6	
852282002728	TAPIZ TORRONTES 2011	TAPIZ TORRONTES 2011	VINO DEL SOL	750 ML	12.75	109470	PINNACLE IMPORTS	CS	12	
852282002735	CLS PSSARRA ARISTN MONTSANT 12	CLOS PISSARRA ARISTAN MONTSANT 2012	MIURA VINEYARDS	750 ML	17.25	11067109	PINNACLE IMPORTS	CS	12	
852282002780	LAMADRID CAB FRANC 2014	LAMADRID CAB FRANC 2014	VINO DEL SOL	750 ML	16.5	115390	PINNACLE IMPORTS	CS	12	
852282002803	GEN 5 CAB SAUV 2013	GEN 5 CABERNET SAUVIGNON 2013	VINO DEL SOL	750 ML	10.5	101510	PINNACLE IMPORTS	CS	12	
852282002810	GEN 5 CHRDNY 2014	GEN 5 CHRDNY 2014	VINO DEL SOL	750 ML	10.5	101520	PINNACLE IMPORTS	CS	12	
852282002896	TEHO MALBEC 2013 6750	TEHO MALBEC 2013 6/750	VINO DEL SOL	750 ML	61.5	109570	PINNACLE IMPORTS	CS	6	
852282002902	ZAHA EL CRTE RD BLND 14 COSTCO	ZAHA EL CORTE RD BLEND 2014 COSTCO	VINO DEL SOL	750 ML	33.53	109561	PINNACLE IMPORTS	CS	6	
852282002902	ZAHA MALBEC 2013 6750	ZAHA MALBEC 2013 6/750	VINO DEL SOL	750 ML	36	109560	PINNACLE IMPORTS	CS	6	
852282002940	AALTO RIBERA DEL DUERO 2015 DI	AALTO RIBERA DEL DUERO 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	38.75	12085013	PINNACLE IMPORTS	CS	12	
852282002971	MEYR CLLRS SPITFRE CAB SAUV 14	MEYER CELLARS SPITFIRE CABERNET SAUVIGNON 2014	MEYER CELLARS	750 ML	42	10226013	PINNACLE IMPORTS	CS	12	
852282062292	LAMADRID MALBEC 2014	LAMADRID MALBEC 2014	VINO DEL SOL	750 ML	14.25	10915013	PINNACLE IMPORTS	CS	12	
852285002070	FFTY FIFTY ECLIPSEHI WEST RYE	FIFTY FIFTY ECLIPSE HIGH WEST RYE	TRUCKEE CRAFT BREWING	22 OZ		123090	PINNACLE IMPORTS	CS	12	
852285002070	LAMADRID CAB SAUV RESERVE 2009	LAMADRID CABERNET SAUVIGNON RESERVE 2009	VINO DEL SOL	750 ML	16.5	115400	PINNACLE IMPORTS	CS	12	
852285002070	LAMDRD CB SUV RESERVE 10 12750	LAMADRID CABERNET SAUVIGNON RESERVE 2010 12/750	VINO DEL SOL	750 ML	16.5	109130	PINNACLE IMPORTS	CS	12	
853466003036	SOTER NORTH VALLEY ROSE 2016	SOTER NORTH VALLEY ROSE 2016	SOTER VINEYARDS	750 ML	18.75	120312	PINNACLE IMPORTS	CS	12	
853466003043	SOTER PLANET OREGON PN NOIR 2016	SOTER PLANET OREGON PINOT NOIR 2016	SOTER VINEYARDS	750 ML	18	10505012	PINNACLE IMPORTS	CS	12	
853466003050	BUNNY SPARKLING SAKE	BUNNY SPARKLING SAKE	DOMAINE SELECT WINE ESTATE	300 ML	10.5	126730	PINNACLE IMPORTS	CS	12	
853466003050	SOTER NORTH VALLEY CHRDNY 2013	SOTER NORTH VALLEY CHRDNY 2013	SOTER VINEYARDS	750 ML	25.5	12031113	PINNACLE IMPORTS	CS	12	
853466003166	SOTER PLANET OREGON CHRDNY 2015	SOTER PLANET OREGON CHRDNY 2015	SOTER VINEYARDS	750 ML	16.5	1419	PINNACLE IMPORTS	CS	12	
855979004098	CDR CRK LAWNRNGER CREAM ALE CANS	CEDAR CREEK LAWNRANGER CREAM ALE CANS	CEDAR CREEK BREWERY	12 OZ		126452	PINNACLE IMPORTS	CS	24	
856036001005	UNDERWOOD CELLARS PN NOIR 2016	UNDERWOOD CELLARS PINOT NOIR 2016	UNION WINE COMPANY	750 ML	10.5	115300	PINNACLE IMPORTS	CS	12	
856036001036	UNDRWOOD CELLARS PINOT GRIS 16	UNDERWOOD CELLARS PINOT GRIS 2016	UNION WINE COMPANY	750 ML	10.5	115306	PINNACLE IMPORTS	CS	12	
856036001043	UNDRWOD CLLRS PN NR CNS 24375ML	UNDERWOOD CELLARS PINOT NOIR CANS / 24/375ML	UNION WINE COMPANY	375 ML	5.25	115302	PINNACLE IMPORTS	CS	24	
856036001050	KINGS RIDGE PN NOIR 2016	KINGS RIDGE PINOT NOIR 2016	UNION WINE COMPANY	750 ML	15.75	104850	PINNACLE IMPORTS	CS	12	
856036001067	UNDRWOD CLLRS GRS CNS 24375ML	UNDERWOOD CELLARS PINOT GRIS CANS / 24/375ML	UNION WINE COMPANY	375 ML	5.25	115301	PINNACLE IMPORTS	CS	24	
856036001074	UNDRWOD CLLRS ROSE CANS 24375ML	UNDERWOOD CELLARS ROSE CANS / 24/375ML	UNION WINE COMPANY	375 ML	5.25	115303	PINNACLE IMPORTS	CS	24	
856036001098	UNDRWOD CLLRS BBBLS CNS 24375ML	UNDERWOOD CELLARS BUBBLES CANS / 24/375ML	UNION WINE COMPANY	375 ML	5.25	1543	PINNACLE IMPORTS	CS	24	
856036001111	KINGS RIDGE PINOT GRIS 2016	KINGS RIDGE PINOT GRIS 2016	UNION WINE COMPANY	750 ML	12	104840	PINNACLE IMPORTS	CS	12	
856036001128	KINGS RIDGE RIESLING 2014	KINGS RIDGE RIESLING 2014	UNION WINE COMPANY	750 ML	12	104841	PINNACLE IMPORTS	CS	12	
856036001203	UNDERWOOD REISLING RADLER CANS	UNDERWOOD REISLING RADLER CANS	UNION WINE COMPANY	355 ML	5.25	1843	PINNACLE IMPORTS	CS	24	
856036061081	UNDERWOOD CELLARS ROSE 2016	UNDERWOOD CELLARS ROSE 2016	UNION WINE COMPANY	750 ML	10.5	115305	PINNACLE IMPORTS	CS	12	
856095000018	MINER NAPA VALLEY CHRDNY 2014	MINER NAPA VALLEY CHRDNY 2014	MINER FAMILY VINEYARDS	750 ML	26.25	10234012	PINNACLE IMPORTS	CS	12	
856095000049	MNR FMLY GRYS VNYRD PN NOIR 14	MINER FAMILY GARYS VINEYARD PINOT NOIR 2014 6PK	MINER FAMILY VINEYARDS	750 ML	48.75	10237012	PINNACLE IMPORTS	CS	6	
856095000094	MINER SANGIOVESE 2015	MINER SANGIOVESE 2015	MINER FAMILY VINEYARDS	750 ML	23.25	10238013	PINNACLE IMPORTS	CS	12	
856095000148	MNR ORCLE PROPRIETARY BLEND 12	MINER ORACLE PROPRIETARY BLEND 2012	MINER FAMILY VINEYARDS	750 ML	71.25	10235010	PINNACLE IMPORTS	CS	6	
856095000292	MNR NAPA CB SV 13 EMILYS CUVEE	MINER NAPA CABERNET SAUVIGNON 2013 (EMILYS CUVEE)	MINER FAMILY VINEYARDS	750 ML	40.5	10236113	PINNACLE IMPORTS	CS	12	
856095000322	HERETIC CHOC HAZELNUT PORTER KEG	HERETIC CHOCOLATE HAZELNUT PORTER KEG	HERETIC BREWING CO.	5.16667GA L		126634	PINNACLE IMPORTS	EA	1	
856095000322	MNR FMLY CALIFORNA VIOGNIER 16	MINER FAMILY CALIFORNIA VIOGNIER 2016	MINER FAMILY VINEYARDS	750 ML	16.5	118380	PINNACLE IMPORTS	CS	12	
856374001224	FLLETTE SANGCOMO VNYRD CHRDNY 12	LA FOLLETTE SANGIACOMO VINEYARD CHRDNY 2012	WINE CREEK CELLARS	750 ML	30	122700	PINNACLE IMPORTS	CS	12	
856374001248	LAFOLLETTE CHARD 2014	LAFOLLETTE CHARD 2014	WINE CREEK CELLARS	750 ML	17.25	116040	PINNACLE IMPORTS	CS	12	
856374001422	OCTOBERFEST 12 BBL KEG	THOMAS CREEK OCTOBERFEST 1/2 BBL KEG	THOMAS CREEK BREWERY	1/2 BB L		304400	PINNACLE IMPORTS	EA	1	
856374001422	LA FLLETTE SANGCOMO PN NOIR 12	LA FOLLETTE SANGIACOMO PINOT NOIR 2012	WINE CREEK CELLARS	750 ML	32.25	10184012	PINNACLE IMPORTS	CS	12	
856374001446	BX FRERS WILLIMETTE PN NOIR 13	BEAUX FRERES WILLIAMETTE PINOT NOIR 2013 6PK	HENRIOT-BEAUX FRERES	750 ML	48	11635013	PINNACLE IMPORTS	CS	6	
856374001446	LA FLLETTE VN DR KMP PN NOR 14	LA FOLLETTE VAN DER KAMP PINOT NOIR 2014	WINE CREEK CELLARS	750 ML	32.25	116051	PINNACLE IMPORTS	CS	12	
856374001460	LA FLLETTE NRTH CST PN NOIR 14	LA FOLLETTE NORTH COAST PINOT NOIR 2014	WINE CREEK CELLARS	750 ML	17.25	101860	PINNACLE IMPORTS	CS	12	
856649002000	SHA WNE CLLRS ESTTE WLLMETTE 13	SHEA WINE CELLARS ESTATE WILLAMETTE PINOT NOIR 2013	SHEA WINE CELLARS	750 ML	34.5	105002	PINNACLE IMPORTS	CS	12	
856649002017	WNE CLLRS ESTTE WLLMETTE CHRDNY	SHEA WINE CELLARS ESTATE WILLAMETTE CHRDNY 2012	SHEA WINE CELLARS	750 ML	27	105001	PINNACLE IMPORTS	CS	12	
857129003142	HERTC TRTFFE BERLNR WEISS BOMBER	HERETIC TARTUFFE BERLINER WEISS BOMBER	HERETIC BREWING CO.	22 OZ		126661	PINNACLE IMPORTS	CS	12	
857129003203	HERTC CHC HAZELNUT PORTER BOMBER	HERETIC CHOCOLATE HAZELNUT PORTER BOMBER	HERETIC BREWING CO.	22 OZ		126660	PINNACLE IMPORTS	CS	12	
857129003241	HERETIC PETIT ROUGE BOMBER	HERETIC PETIT ROUGE BOMBER	HERETIC BREWING CO.	22 OZ		126650	PINNACLE IMPORTS	CS	12	
857129003357	HERETIC EVIL TWIN RD IPA CANS	HERETIC EVIL TWIN RD IPA CANS	HERETIC BREWING CO.	12 OZ		126640	PINNACLE IMPORTS	CS	24	
857129003418	HERETIC EVIL COUSIN DIPA CANS	HERETIC EVIL COUSIN DIPA CANS	HERETIC BREWING CO.	12 OZ		126630	PINNACLE IMPORTS	CS	24	
858497005080	CRIOS ROSE 2017	CRIOS ROSE 2017	FOLIO WINE COMPANY LLC	750 ML	11.25	108910	PINNACLE IMPORTS	CS	12	
858902004202	HYLAND ESTATES RIESLING 2015	HYLAND ESTATES RIESLING 2015	HYLAND ESTATES	750 ML	15.75	125870	PINNACLE IMPORTS	CS	12	
858902004219	HYLND ESTTES GEWURZTRAMINER 15	HYLAND ESTATES GEWURZTRAMINER 2015	HYLAND ESTATES	750 ML	15.75	125871	PINNACLE IMPORTS	CS	12	
858902004226	HYLND ESTTES PN NOIR ESTATE 15	HYLAND ESTATES PINOT NOIR ESTATE 2015	HYLAND ESTATES	750 ML	24.75	125872	PINNACLE IMPORTS	CS	12	
859141000369	BRAMRE CB SUV LUJAN CUYO 15	BRAMARE CABERNET SAUVIGNON LUJAN DE CUYO 2015	PAUL HOBBS IMPORTS	750 ML	33.75	11543011	PINNACLE IMPORTS	CS	12	
859481003013	LAMADRID MALBEC MATILDE 2008	LAMADRID MALBEC MATILDE 2008	VINO DEL SOL	750 ML	55	109161	PINNACLE IMPORTS	CS	6	
859481003013	BLK CABRA CAB 2015	BLK CABRA CAB 2015	VINO DEL SOL	750 ML	10.5	109681	PINNACLE IMPORTS	CS	12	
859481003020	BLK CABRA CHARD 2016	BLK CABRA CHARD 2016	VINO DEL SOL	750 ML	10.5	10967013	PINNACLE IMPORTS	CS	12	
859481003068	TVINE NAPA VALLEY GRENACHE 2011	T-VINE NAPA VALLEY GRENACHE 2011	T-VINE	750 ML	28.5	118801	PINNACLE IMPORTS	CS	12	
859481003068	CLOS DES PAPES CDP 2013	CLOS DES PAPES CDP 2013	WINES OF FRANCE	750 ML	87.5	121761	PINNACLE IMPORTS	CS	12	
859481003068	CLOS DES PAPES CDP BLANC 2016	CLOS DES PAPES CDP BLANC 2016	WINES OF FRANCE	750 ML	65.25	121770	PINNACLE IMPORTS	CS	12	
859481003082	TVINE NAPA VALLEY GRENACHE 2013	T-VINE NAPA VALLEY GRENACHE 2013	T-VINE	750 ML	28.5	11880113	PINNACLE IMPORTS	CS	12	
859481003082	ANKO TORRONTES 2012	ANKO TORRONTES 2012	VINO DEL SOL	750 ML	12.75	108780	PINNACLE IMPORTS	CS	12	
859481003082	ANKO TORRONTES 2013	ANKO TORRONTES 2013	VINO DEL SOL	750 ML	9.75	10878013	PINNACLE IMPORTS	CS	12	
859481003082	CLS MONT-LVT CDR FNT BLNCHE 11	CLOS DU MONT-OLIVET CDR FONT DE BLANCHE 2011	NORTH BERKELEY IMPORTS	750 ML	15.75	116912	PINNACLE IMPORTS	CS	12	
859481003082	CLOS DU MONTOLIVET CDR VV 2012	CLOS DU MONT-OLIVET CDR VV 2012	NORTH BERKELEY IMPORTS	750 ML	18.75	116911	PINNACLE IMPORTS	CS	12	
859481003259	ZOLO SIG RD 2016	ZOLO SIG. RD 2016	VINO DEL SOL	750 ML	10.5	10977013	PINNACLE IMPORTS	CS	12	
859481003273	ZOLO BLK PETIT VERDOT 2012	ZOLO BLK PETIT VERDOT 2012	VINO DEL SOL	750 ML	29.25	124410	PINNACLE IMPORTS	CS	6	
859481003402	CONTRNO FNTNO BROLO VGNA GRS 12	CONTERNO FANTINO BAROLO VIGNA DEL GRIS 2012	EMPSON USA INC	750 ML	74.5	1067011	PINNACLE IMPORTS	CS	6	
859481003402	TAPIZ ALTA MALBEC 2014	TAPIZ ALTA MALBEC 2014	VINO DEL SOL	750 ML	15.75	109410	PINNACLE IMPORTS	CS	12	
859481003419	TAPIZ ALTA CAB SAUV 2014	TAPIZ ALTA CABERNET SAUVIGNON 2014	VINO DEL SOL	750 ML	15.75	109380	PINNACLE IMPORTS	CS	12	
859481003839	ZOLO WHT BLEND	ZOLO WHITE BLEND	VINO DEL SOL	750 ML	10.5	109771	PINNACLE IMPORTS	CS	12	
859551001000	MTCHBOK CHRDNY DUNNGN HILLS 15	MATCHBOOK CHRDNY DUNNIGAN HILLS 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	121560	PINNACLE IMPORTS	CS	12	
