UPC	length	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
835603001259	35 NOOOOOOOO	LA COLLIERE RASTEAU LES TROUILLERES	DOM LA COLLIERE RASTEAU LES TROUILLERES	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15.75	124691	PINNACLE IMPORTS	CS	12
835603001303	y	BENMARCO CAB SAUV 2012	BENMARCO CABERNET SAUVIGNON 2012	FOLIO WINE COMPANY LLC	750 ML	16.5	109330	PINNACLE IMPORTS	CS	12
835603001303	45 NOOOOOOOO	CONRERIA DSCALA DEI BLK SLATE LA MORERA BLANC	CONRERIA DSCALA DEI BLK SLATE LA MORERA BLANC	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	17.25	124702	PINNACLE IMPORTS	CS	12
835603001310	y	LA POSTA PIZZELLA MALBEC 2015	LA POSTA PIZZELLA MALBEC 2015	VINE CONNECTIONS	750 ML	15	109310	PINNACLE IMPORTS	CS	12
835603001372	y	MENDEL MALBEC 2015	MENDEL MALBEC 2015	VINE CONNECTIONS	750 ML	20.25	10924012	PINNACLE IMPORTS	CS	12
835603001396	54 NOOOOOOOO	LA POSTA COCINA 2015- TINTO MALBEC BONARDA SYRAH BLEND	LA POSTA COCINA 2015- TINTO MALBEC BONARDA SYRAH BLEND	VINE CONNECTIONS	750 ML	12	109290	PINNACLE IMPORTS	CS	12
835603001396	46 NOOOOOOOO	COLLOSORBO BRUNELLO DI MONTALCINO RISERVA 2006	COLLOSORBO BRUNELLO DI MONTALCINO RISERVA 2006	NORTH BERKELEY IMPORTS	750 ML	72	123880	PINNACLE IMPORTS	CS	12
835603001396	35 NOOOOOOOO	COLLOSORBO ROSSO DI MONTALCINO 2012	COLLOSORBO ROSSO DI MONTALCINO 2012	NORTH BERKELEY IMPORTS	750 ML	26.25	123881	PINNACLE IMPORTS	CS	12
835603001679	y	CORISON NAPA CAB 2014	CORISON NAPA CAB 2014	CORISON WINES	750 ML	74.25	100790	PINNACLE IMPORTS	CS	12
835603001839	y	BODINI MALBEC 2016	BODINI MALBEC 2016	VINE CONNECTIONS	750 ML	9.75	108860	PINNACLE IMPORTS	CS	12
835603002614	y	CRIOS MALBEC 2016	CRIOS MALBEC 2016	FOLIO WINE COMPANY LLC	750 ML	11.25	108900	PINNACLE IMPORTS	CS	12
835603002621	y	MAYU PEDRO XIMENEZ 2016	MAYU PEDRO XIMENEZ 2016	VINE CONNECTIONS	750 ML	9.75	109263	PINNACLE IMPORTS	CS	12
835603002638	y	MAYU SAUV BLANC 2016	MAYU SAUVIGNON BLANC 2016	VINE CONNECTIONS	750 ML	9.75	109262	PINNACLE IMPORTS	CS	12
835603002645	y	MAYU CARMENERE  SYRAH 2012	MAYU CARMENERE / SYRAH 2012	VINE CONNECTIONS	750 ML	11.25	109264	PINNACLE IMPORTS	CS	12
835603002645	y	MAYU CARMENERE  SYRAH 2014 WF	MAYU CARMENERE / SYRAH 2014 WF	VINE CONNECTIONS	750 ML	11.25	127280	PINNACLE IMPORTS	CS	12
835603002928	y	BOYA ROSE 2016	BOYA ROSE 2016	VINE CONNECTIONS	750 ML	11.25	1430	PINNACLE IMPORTS	CS	12
835603003455	y	WELL OF WISSAKE 300ML ( GINJO)	WELL OF WISDOM SAKE 300ML ( GINJO)	VINE CONNECTIONS	300 ML	10.5	107890	PINNACLE IMPORTS	CS	12
835603005028	41 NOOOOOOOO	SOUTHERN BEAUTY SAKE 720ML (JUNMAI GINJO)	SOUTHERN BEAUTY SAKE 720ML (JUNMAI GINJO) 6PK	VINE CONNECTIONS	720 ML	33	107800	PINNACLE IMPORTS	CS	6
835603005028	y	CH. VIEUX PALON 2010	CH. VIEUX PALON 2010	PINNACLE IMPORTS	750 ML	21.75	114080	PINNACLE IMPORTS	CS	12
835603005035	41 NOOOOOOOO	STAR FILLED SKY SAKE 720ML (JUNMAI GINJO)	STAR FILLED SKY SAKE 720ML (JUNMAI GINJO) 6PK	VINE CONNECTIONS	720 ML	26.25	107760	PINNACLE IMPORTS	CS	6
835603005103	33 NOOOOOOOO	DREAMY CLOUDS SAKE 720ML (NIGORI)	DREAMY CLOUDS SAKE 720ML (NIGORI) 6PK	VINE CONNECTIONS	720 ML	26.25	107780	PINNACLE IMPORTS	CS	6
835603005103	38 NOOOOOOOO	CH. TROPLONG MONDOT SAINT EMILION 2006	CH. TROPLONG MONDOT SAINT EMILION 2006	PINNACLE IMPORTS	750 ML	168	114040	PINNACLE IMPORTS	CS	12
835603005127	46 NOOOOOOOO	MOON ON THE WATER SAKE 300ML (JUNMAI DAIGINJO)	MOON ON THE WATER SAKE 300ML (JUNMAI DAIGINJO)	VINE CONNECTIONS	300 ML	15	126472	PINNACLE IMPORTS	CS	12
835603005134	44 NOOOOOOOO	DIVINE DROPLETS SAKE 300ML (JUNMAI DAIJINJO)	DIVINE DROPLETS SAKE 300ML (JUNMAI DAIJINJO)	VINE CONNECTIONS	300 ML	24	107810	PINNACLE IMPORTS	CS	12
835603005158	41 NOOOOOOOO	STAR FILLED SKY SAKE 300ML (JUNMAI GINJO)	STAR FILLED SKY SAKE 300ML (JUNMAI GINJO)	VINE CONNECTIONS	300 ML	13.5	107750	PINNACLE IMPORTS	CS	12
835603005219	33 NOOOOOOOO	DREAMY CLOUDS SAKE 300ML (NIGORI)	DREAMY CLOUDS SAKE 300ML (NIGORI)	VINE CONNECTIONS	300 ML	12	107770	PINNACLE IMPORTS	CS	12
835603005295	y	WELL OF WISSAKE 720ML ( GINJO)	WELL OF WISDOM SAKE 720ML ( GINJO) 6PK	VINE CONNECTIONS	720 ML	19.5	107880	PINNACLE IMPORTS	CS	6
835603005295	40 NOOOOOOOO	CHARBONNIERE CDP HAUTES BRUSQUIERES 2013	CHARBONNIERE CDP HAUTES BRUSQUIERES 2013	WINES OF FRANCE	750 ML	45	121781	PINNACLE IMPORTS	CS	12
835603005387	42 NOOOOOOOO	BRIDE OF THE FOX SAKE 720ML (JUNMAI GINJO)	BRIDE OF THE FOX SAKE 720ML (JUNMAI GINJO) 6PK	VINE CONNECTIONS	720 ML	26.25	107730	PINNACLE IMPORTS	CS	6
835603005417	y	LIVING JEWEL SAKE 300ML (JUNMAI)	LIVING JEWEL SAKE 300ML (JUNMAI)	VINE CONNECTIONS	300 ML	9	107830	PINNACLE IMPORTS	CS	12
835603005424	y	LIVING JEWEL SAKE 720ML (NIGORI)	LIVING JEWEL SAKE 720ML (NIGORI) 6PK	VINE CONNECTIONS	720 ML	14.25	107820	PINNACLE IMPORTS	CS	6
835603005431	y	SNOW MAIDEN SAKE 720ML (NIGORI)	SNOW MAIDEN SAKE 720ML (NIGORI) 6PK	VINE CONNECTIONS	720 ML	14.25	107840	PINNACLE IMPORTS	CS	6
835603005448	y	SNOW MAIDEN SAKE 300ML (NIGORI)	SNOW MAIDEN SAKE 300ML (NIGORI)	VINE CONNECTIONS	300 ML	9	107850	PINNACLE IMPORTS	CS	12
835603005554	49 NOOOOOOOO	PEARLS OF SIMPLICITY SAKE 300ML (JUNMAI DAIGINJO)	PEARLS OF SIMPLICITY SAKE 300ML (JUNMAI DAIGINJO)	VINE CONNECTIONS	300 ML	15	126470	PINNACLE IMPORTS	CS	12
835603006247	y	LEWELLING NAPA CAB 2013	LEWELLING NAPA CAB 2013	VINE CONNECTIONS	750 ML	58	121420	PINNACLE IMPORTS	CS	12
839146005408	43 NOOOOOOOO	FR BROAD ANVIL PORTER 12 BARREL 15.5 GALLON	FRENCH BROAD ANVIL PORTER 1/2 BARREL 15.5 GALLON	FRENCH BROAD BREWERY	1/2 BB L		303731	PINNACLE IMPORTS	EA	1
839146005408	35 NOOOOOOOO	RAY STATION MERLOT NORTH COAST 2014	RAY STATION MERLOT NORTH COAST 2014	VINTAGE WINE ESTATES	750 ML	13.5	116230	PINNACLE IMPORTS	CS	12
839146006580	y	RAY STATION CAB 2014	RAY STATION CAB 2014	VINTAGE WINE ESTATES	750 ML	13.5	121940	PINNACLE IMPORTS	CS	12
839146007785	y	COSENTINO THE BLANC 16	COSENTINO THE BLANC 16	VINTAGE WINE ESTATES	750 ML	12.75	100643	PINNACLE IMPORTS	CS	12
839146007792	y	COSENTINO THE RD 2015	COSENTINO THE RD 2015	VINTAGE WINE ESTATES	750 ML	12.75	100642	PINNACLE IMPORTS	CS	12
839411000633	y	COLLEMASSARI ROSSO RISERVA 2013	COLLEMASSARI ROSSO RISERVA 2013	DOMAINE SELECT WINE ESTATE	750 ML	21.75	126992	PINNACLE IMPORTS	CS	6
839411000732	36 NOOOOOOOO	COLLEMASSARI MELACCE VERMENTINO 2015	COLLEMASSARI MELACCE VERMENTINO 2015	DOMAINE SELECT WINE ESTATE	750 ML	15	126990	PINNACLE IMPORTS	CS	6
839543001218	45 NOOOOOOOO	CASTELLO DELLA PANERETTA CANAIOLO ROSATO 2012	CASTELLO DELLA PANERETTA CANAIOLO ROSATO 2012	NORTH BERKELEY IMPORTS	750 ML	13.5	107130	PINNACLE IMPORTS	CS	12
839543001218	y	PRIMATERRA PINOT GRIGIO 2016	PRIMATERRA PINOT GRIGIO 2016	DOMAINE SELECT WINE ESTATE	750 ML	9.75	106170	PINNACLE IMPORTS	CS	12
839543001225	41 NOOOOOOOO	FONTANAFRDDA BARBERA BRICCOTONDO DOC 2015	FONTANAFRDDA BARBERA BRICCOTONDO DOC 2015	PALM BAY INTERNATIONAL	750 ML	13.5	10682012	PINNACLE IMPORTS	CS	12
839543001256	y	PRIMATERRA SANGIOVESE IGT 2016	PRIMATERRA SANGIOVESE IGT 2016	DOMAINE SELECT WINE ESTATE	750 ML	9.75	106210	PINNACLE IMPORTS	CS	12
839543001263	y	CAVITTORIA PROSECCO BRUT DOCG	CAVITTORIA PROSECCO BRUT DOCG	NORTH BERKELEY IMPORTS	750 ML	16.5	125540	PINNACLE IMPORTS	CS	12
839543001270	35 NOOOOOOOO	CDR CRK PATIOPOUNDER PALE LAGER KEG	CEDAR CREEK PATIOPOUNDER PALE LAGER KEG	CEDAR CREEK BREWERY	5.16667GA L		127011	PINNACLE IMPORTS	EA	1
839543001294	y	PRIMATERRA PRIMITIVO 2016	PRIMATERRA PRIMITIVO 2016	DOMAINE SELECT WINE ESTATE	750 ML	9.75	116500	PINNACLE IMPORTS	CS	12
839543001744	35 NOOOOOOOO	BASTIDE BLANCHE CASTILLON ROSE 2016	DOM BASTIDE BLANCHE CASTILLON ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML		111292	PINNACLE IMPORTS	CS	12
839543001744	y	PRIMATERRA PROSECCO NV	PRIMATERRA PROSECCO NV	DOMAINE SELECT WINE ESTATE	750 ML	10.5	106190	PINNACLE IMPORTS	CS	12
843304000020	35 NOOOOOOOO	HENRIOT SOUVERAIN BRUT CHAMPAGNE NV	HENRIOT SOUVERAIN BRUT CHAMPAGNE NV	HENRIOT INC.	750 ML	48	111930	PINNACLE IMPORTS	CS	12
843304000181	y	HENRIOT ROSE CHAMPAGNE NV	HENRIOT ROSE CHAMPAGNE NV	HENRIOT INC.	750 ML	59.25	111950	PINNACLE IMPORTS	CS	12
843304000181	y	DOMAINE DE MARCOUX CDP VV 2004	DOMAINE DE MARCOUX CDP VV 2004	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	105.56	125050	PINNACLE IMPORTS	CS	12
843304000501	41 NOOOOOOOO	HENRIOT BLANC DE BLANC CHAMPAGNE 375ML NV	HENRIOT BLANC DE BLANC CHAMPAGNE 375ML NV	HENRIOT INC.	375 ML	31.5	111890	PINNACLE IMPORTS	CS	12
843304000501	y	ST DAMIEN GIGONDAS 2014	DOM ST DAMIEN GIGONDAS 2014	WEYGANDT-METZLER IMPORTING	750 ML	25.75	12400012	PINNACLE IMPORTS	CS	12
843304000525	45 NOOOOOOOO	HENRIOT SOUVERAIN BLANC DE BLANC CHAMPAGNE NV	HENRIOT SOUVERAIN BLANC DE BLANC CHAMPAGNE NV	HENRIOT INC.	750 ML	57.75	111900	PINNACLE IMPORTS	CS	12
843304015888	y	BOUCHARD POUILLY-FUISSE 2015	BOUCHARD POUILLY-FUISSE 2015	HENRIOT INC.	750 ML	22.5	11560012	PINNACLE IMPORTS	CS	12
843304017615	y	GLAZEN SAISON DERPE MERE 20L	GLAZEN SAISON DERPE MERE 20L	B. UNITED	20 L		302771	PINNACLE IMPORTS	EA	1
843304018995	y	BOUCHARD CHRDNY 2015	BOUCHARD CHRDNY 2015	HENRIOT INC.	750 ML	18.75	112540	PINNACLE IMPORTS	CS	12
843304019411	y	BOUCHARD PN NOIR 2015	BOUCHARD PINOT NOIR 2015	HENRIOT INC.	750 ML	18.75	112550	PINNACLE IMPORTS	CS	12
843304023920	34 NOOOOOOOO	WILLIAM FEVRE CHABLIS DOMAINE 2016	WILLIAM FEVRE CHABLIS DOMAINE 2016	HENRIOT INC.	750 ML	24.75	122140	PINNACLE IMPORTS	CS	12
843304039006	y	VILLA PONCIAGO FLEURIE 2011	VILLA PONCIAGO FLEURIE 2011	HENRIOT INC.	750 ML	18	11256011	PINNACLE IMPORTS	CS	12
843304039501	35 NOOOOOOOO	RESERVE DES BERTRANDS ELEGANCE ROSE	RESERVE DES BERTRANDS ELEGANCE ROSE	HENRIOT INC.	750 ML	13	1388	PINNACLE IMPORTS	CS	6
843304039549	y	CH. BERTRANDS ESTATE ROSE 2016	CH. BERTRANDS ESTATE ROSE 2016	HENRIOT INC.	750 ML	16.92	1389	PINNACLE IMPORTS	CS	6
843304040248	37 NOOOOOOOO	CH. LACOSTE LA GRANDE PIECE ROSE 2012	CH. LACOSTE LA GRANDE PIECE ROSE 2012	WEYGANDT-METZLER IMPORTING	750 ML	12.75	119220	PINNACLE IMPORTS	CS	12
843700674405	y	XILOCA GARNACHA 2014	XILOCA GARNACHA 2014	CLASSICAL WINES	750 ML	11.25	110940	PINNACLE IMPORTS	CS	12
850001000024	y	RAPTOR RIDGE PINOT GRIS 2015	RAPTOR RIDGE PINOT GRIS 2015	RAPTOR RIDGE	750 ML	15	10497013	PINNACLE IMPORTS	CS	12
850001000055	y	RAPTOR RIDGE SHEA PN NOIR 2013	RAPTOR RIDGE SHEA PINOT NOIR 2013	RAPTOR RIDGE	750 ML	43.5	116460	PINNACLE IMPORTS	CS	12
850001000086	39 NOOOOOOOO	RAPTOR RIDGE BARREL SELECT PN NOIR 2014	RAPTOR RIDGE BARREL SELECT PINOT NOIR 2014	RAPTOR RIDGE	750 ML	21.75	10498013	PINNACLE IMPORTS	CS	12
850254003056	y	PELAQUIE ROUGE LAUDIN 2011	DOM PELAQUIE ROUGE LAUDIN 2011	PRISM	750 ML	12	120971	PINNACLE IMPORTS	CS	12
850254003070	y	MILE POST PN NOIR 2015	MILE POST PINOT NOIR 2015	R STUART & CO	750 ML	15	104880	PINNACLE IMPORTS	CS	12
850254003087	y	MILE POST PINOT GRIS 2014	MILE POST PINOT GRIS 2014	R STUART & CO	750 ML	12.75	104860	PINNACLE IMPORTS	CS	12
850254003100	y	MILE MARKER RIESLING 2011	MILE MARKER RIESLING 2011	R STUART & CO	750 ML	12.75	116430	PINNACLE IMPORTS	CS	12
850294000015	y	R. STUART BIG FIRE PN NOIR 2015	R. STUART BIG FIRE PINOT NOIR 2015	R STUART & CO	750 ML	15.75	104340	PINNACLE IMPORTS	CS	12
850294000015	y	BRAMARE MALBEC VALLE DE UCO 2013	BRAMARE MALBEC VALLE DE UCO 2013	PAUL HOBBS IMPORTS	750 ML	33.75	11545012	PINNACLE IMPORTS	CS	12
850294000022	34 NOOOOOOOO	R. STUART BIG FIRE PINOT GRIS 2015	R. STUART BIG FIRE PINOT GRIS 2015	R STUART & CO	750 ML	15.75	121870	PINNACLE IMPORTS	CS	12
850294000039	y	R. STUART AUTOGRAPH PN NOIR 2013	R. STUART AUTOGRAPH PINOT NOIR 2013	R STUART & CO	750 ML	40.5	10437112	PINNACLE IMPORTS	CS	12
850294000046	y	R. STUART BIG FIRE ROSE 2014	R. STUART BIG FIRE ROSE 2014	R STUART & CO	750 ML	13.75	10436013	PINNACLE IMPORTS	CS	12
850294000060	y	R. STUART LOVE PN NOIR 2014	R. STUART LOVE PINOT NOIR 2014	R STUART & CO	750 ML	22.5	104376	PINNACLE IMPORTS	CS	12
850294000091	y	R. STUART LOVE WHT SKY 2014	R. STUART LOVE WHITE SKY 2014	R STUART & CO	750 ML	15.75	119452	PINNACLE IMPORTS	CS	12
851121006002	43 NOOOOOOOO	BURNT CITY BALLOON BOY FARMHOUSE WHEAT CANS	BURNT CITY BALLOON BOY FARMHOUSE WHEAT CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126840	PINNACLE IMPORTS	CS	24
851121006019	39 NOOOOOOOO	BURNT CITY FACEMELTER HIBISCUS IPA CANS	BURNT CITY FACEMELTER HIBISCUS IPA CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126850	PINNACLE IMPORTS	CS	24
851121006026	41 NOOOOOOOO	BURNT CITY DICK THE BUTCHER PALE ALE CANS	BURNT CITY DICK THE BUTCHER PALE ALE CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126860	PINNACLE IMPORTS	CS	24
851121006033	36 NOOOOOOOO	BURNT CITY RETROFIT LIME RADLER CANS	BURNT CITY RETROFIT LIME RADLER CANS	THE LUCKY STRIKE CORP DBA BURNT CTY	12 OZ		126861	PINNACLE IMPORTS	CS	24
851278005002	43 NOOOOOOOO	SONOMA CIDER THE HATCHET APPLE CIDER 6412OZ	SONOMA CIDER THE HATCHET APPLE CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124850	PINNACLE IMPORTS	CS	24
851278005057	43 NOOOOOOOO	SONOMA CIDER THE ANVIL BOURBON CIDER 6412OZ	SONOMA CIDER THE ANVIL BOURBON CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124852	PINNACLE IMPORTS	CS	24
851278005101	44 NOOOOOOOO	SONOMA CIDER THE PITCHFORK PEAR CIDER 6412OZ	SONOMA CIDER THE PITCHFORK PEAR CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124851	PINNACLE IMPORTS	CS	24
851278005286	45 NOOOOOOOO	SONOMA CIDER THE PULLEY ABSINTHE CIDER 6412OZ	SONOMA CIDER THE PULLEY ABSINTHE CIDER 6/4/12OZ	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	2.58	124856	PINNACLE IMPORTS	CS	24
851278005286	41 NOOOOOOOO	SONOMA CIDER THE WIMBLE RHUBARB GOSE CANS	SONOMA CIDER THE WIMBLE RHUBARB GOSE 4PK CANS	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	126970	PINNACLE IMPORTS	CS	24
851278005408	50 NOOOOOOOO	SONOMA CIDER THE WASHBOARD 6412OZ  2412OZ (124858)	SONOMA CIDER THE WASHBOARD 6/4/12OZ / 24/12OZ (124858)	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	124858	PINNACLE IMPORTS	CS	24
851278005569	y	SONOMA CIDER HATCHET CANS	SONOMA CIDER HATCHET CANS	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	1728	PINNACLE IMPORTS	CS	24
851278005583	y	SONOMA CIDER PITCHFORK CANS	SONOMA CIDER PITCHFORK CANS	UNITED STATES BEVERAGE LLC (SONOMA BEV WORKS)	12 OZ	1.94	1729	PINNACLE IMPORTS	CS	24
851514002567	y	CASCADE BREWING SANG ROYAL SOUR	CASCADE BREWING SANG ROYAL SOUR	CASCADE BREWING	24.5 OZ		126770	PINNACLE IMPORTS	CS	12
851514002598	y	CASCADE BREWING NOYAUX SOUR	CASCADE BREWING NOYAUX SOUR	CASCADE BREWING	24.5 OZ		126541	PINNACLE IMPORTS	CS	12
851514002604	y	CASCADE BREWING FIGARO SOUR	CASCADE BREWING FIGARO SOUR	CASCADE BREWING	24.5 OZ		126540	PINNACLE IMPORTS	CS	12
851514002635	y	CASCADE BREWING CRANBERRY SOUR	CASCADE BREWING CRANBERRY SOUR	CASCADE BREWING	24.5 OZ		126531	PINNACLE IMPORTS	CS	12
851514002642	y	CASCADE BREWING BLBERRY SOUR	CASCADE BREWING BLBERRY SOUR	CASCADE BREWING	24.5 OZ		126530	PINNACLE IMPORTS	CS	12
851514002659	y	CASCADE BREWING APRICOT SOUR	CASCADE BREWING APRICOT SOUR	CASCADE BREWING	24.5 OZ		126750	PINNACLE IMPORTS	CS	12
851514002666	y	CASCADE BREWING KRIEK	CASCADE BREWING KRIEK	CASCADE BREWING	24.5 OZ		126740	PINNACLE IMPORTS	CS	12
851514002697	y	CASCADE BREWING STRAWBERRY	CASCADE BREWING STRAWBERRY	CASCADE BREWING	24.5 OZ		126771	PINNACLE IMPORTS	CS	12
851514002703	33 NOOOOOOOO	CASCADE BREWING MANHATTAN NW SOUR	CASCADE BREWING MANHATTAN NW SOUR	CASCADE BREWING	24.5 OZ		126760	PINNACLE IMPORTS	CS	12
851573001013	54 NOOOOOOOO	FR BROAD RYE HOPPER RYE PALE ALE 16 BARREL 5.2 GALLONS	FRENCH BROAD RYE HOPPER RYE PALE ALE 1/6 BARREL 5.2 GALLONS	FRENCH BROAD BREWERY	5.16667GA L		303810	PINNACLE IMPORTS	EA	1
851573001013	36 NOOOOOOOO	CRISTOM SOMMERS RESERVE PN NOIR 2012	CRISTOM SOMMERS RESERVE PINOT NOIR 2012	CRISTOM	750 ML	38	11638012	PINNACLE IMPORTS	CS	12
851573001037	38 NOOOOOOOO	CRISTOM MARJORIE VINEYARD PN NOIR 2012	CRISTOM MARJORIE VINEYARD PINOT NOIR 2012	CRISTOM	750 ML	51.75	11525012	PINNACLE IMPORTS	CS	12
851573001099	36 NOOOOOOOO	CRISTOM EILEEN VINEYARD PN NOIR 2013	CRISTOM EILEEN VINEYARD PINOT NOIR 2013	CRISTOM	750 ML	52.5	11522013	PINNACLE IMPORTS	CS	12
851573001112	34 NOOOOOOOO	CRISTOM MT. JEFFERSON PN NOIR 2015	CRISTOM MT. JEFFERSON PINOT NOIR 2015	CRISTOM	750 ML	24.75	11637012	PINNACLE IMPORTS	CS	12
852282002001	y	CLOS ERASMUS LAUREL 2015 DI	CLOS ERASMUS LAUREL 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	40	12089005	PINNACLE IMPORTS	CS	6
852282002070	y	LAMADRID CAB SAUV RESERVE 2013	LAMADRID CABERNET SAUVIGNON RESERVE 2013	VINO DEL SOL	750 ML	16.5	10913012	PINNACLE IMPORTS	CS	12
852282002148	y	ZOLO CAB 2015	ZOLO CAB 2015	VINO DEL SOL	750 ML	12	109700	PINNACLE IMPORTS	CS	12
852282002155	y	ZOLO CHARD 2015	ZOLO CHARD 2015	VINO DEL SOL	750 ML	12	109741	PINNACLE IMPORTS	CS	12
852282002155	y	COS CERASUOLO DI VITTORIA 2014	COS CERASUOLO DI VITTORIA 2014	DOMAINE SELECT WINE ESTATE	750 ML	30.25	120080	PINNACLE IMPORTS	CS	12
852282002162	35 NOOOOOOOO	COS CERASUOLO DI VITTORIA 2012 1.5L	COS CERASUOLO DI VITTORIA 2012 1.5L	DOMAINE SELECT WINE ESTATE	1.5 L	60.5	120083	PINNACLE IMPORTS	CS	4
852282002162	y	ZOLO MALBEC 2017	ZOLO MALBEC 2017	VINO DEL SOL	750 ML	12	109760	PINNACLE IMPORTS	CS	12
852282002209	y	ZOLO CAB RESERVE 2013	ZOLO CAB RESERVE 2013	VINO DEL SOL	750 ML	18	10972011	PINNACLE IMPORTS	CS	6
852282002209	y	ZOLO MALBEC RESERVE 2013	ZOLO MALBEC RESERVE 2013	VINO DEL SOL	750 ML	18	109721	PINNACLE IMPORTS	CS	6
852282002285	y	LAMADRID CAB SAUV 2013	LAMADRID CABERNET SAUVIGNON 2013	VINO DEL SOL	750 ML	14.25	10912013	PINNACLE IMPORTS	CS	12
852282002315	y	LAMADRID TORRONTES 2011 12750	LAMADRID TORRONTES 2011 12/750	VINO DEL SOL	750 ML	12.75	109180	PINNACLE IMPORTS	CS	12
852282002322	38 NOOOOOOOO	TAPIZ SELECCION DE BARRICAS BLEND 2012	TAPIZ SELECCION DE BARRICAS BLEND 2012	VINO DEL SOL	750 ML	25.5	109421	PINNACLE IMPORTS	CS	6
852282002322	48 NOOOOOOOO	CONTERNO FANTINO GINESTRINO LANGHE NEBBIOLO 2014	CONTERNO FANTINO GINESTRINO LANGHE NEBBIOLO 2014	EMPSON USA INC	750 ML	29.25	119130	PINNACLE IMPORTS	CS	12
852282002384	y	CLOS ERASMUS 2013 MAG DI	CLOS ERASMUS 2013 MAG DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	1.5 L	325	120890	PINNACLE IMPORTS	EA	1
852282002384	y	CLOS ERASMUS 2014	CLOS ERASMUS 2014	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	139	12089006	PINNACLE IMPORTS	CS	3
852282002384	y	ALTOCEDRO CAB 2013	ALTOCEDRO CAB 2013	VINO DEL SOL	750 ML	15.75	108801	PINNACLE IMPORTS	CS	12
852282002384	y	ALTOCEDRO MALBEC 2013	ALTOCEDRO MALBEC 2013	VINO DEL SOL	750 ML	15.75	108800	PINNACLE IMPORTS	CS	12
852282002407	y	CLOS ERASMUS LAUREL 2013 MAG DI	CLOS ERASMUS LAUREL 2013 MAG DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	1.5 L	87	120891	PINNACLE IMPORTS	CS	2
852282002438	y	TAPIZ BLK TEARS MALBEC 2012	TAPIZ BLK TEARS MALBEC 2012	VINO DEL SOL	750 ML	44.25	10942009	PINNACLE IMPORTS	CS	6
852282002513	y	TAPIZ ALTA CHRDNY 2013	TAPIZ ALTA CHRDNY 2013	VINO DEL SOL	750 ML	15.75	10940013	PINNACLE IMPORTS	CS	12
852282002544	36 NOOOOOOOO	MANOTSURU BULZAI GINJO SAKE 12300 ML	MANOTSURU BULZAI GINJO SAKE 12/300 ML	VINO DEL SOL	300 ML	12	107590	PINNACLE IMPORTS	CS	12
852282002544	y	CH. PLINCE POMEROL 2012	CH. PLINCE POMEROL 2012	DREYFUS - ASHBY	750 ML	49	11391012	PINNACLE IMPORTS	CS	12
852282002674	y	LAGAR AMALGAMA RD BLEND 2013	LAGAR AMALGAMA RD BLEND 2013	VINO DEL SOL	750 ML	10.5	124280	PINNACLE IMPORTS	CS	12
852282002704	y	ZOLO TORRONTES 2013	ZOLO TORRONTES 2013	VINO DEL SOL	750 ML	12	109791	PINNACLE IMPORTS	CS	12
852282002728	36 NOOOOOOOO	CONTERNO FANTINO MONPRA 2012 PRESELL	CONTERNO FANTINO MONPRA 2012 6PK PRESELL	EMPSON USA INC	750 ML		10670012	PINNACLE IMPORTS	CS	6
852282002728	y	TAPIZ TORRONTES 2011	TAPIZ TORRONTES 2011	VINO DEL SOL	750 ML	12.75	109470	PINNACLE IMPORTS	CS	12
852282002735	35 NOOOOOOOO	CLOS PISSARRA ARISTAN MONTSANT 2012	CLOS PISSARRA ARISTAN MONTSANT 2012	MIURA VINEYARDS	750 ML	17.25	11067109	PINNACLE IMPORTS	CS	12
852282002780	y	LAMADRID CAB FRANC 2014	LAMADRID CAB FRANC 2014	VINO DEL SOL	750 ML	16.5	115390	PINNACLE IMPORTS	CS	12
852282002803	y	GEN 5 CAB SAUV 2013	GEN 5 CABERNET SAUVIGNON 2013	VINO DEL SOL	750 ML	10.5	101510	PINNACLE IMPORTS	CS	12
